"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(6.0.0)","ISR.NGDP_RPCH.A","OBS_VALUE","Israel","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.776","2.238","4.46","4.347","4.004","3.71","-2.022","9.388","6.263","1.827","0.872"
"IMF.RES:WEO(6.0.0)","KEN.LP.A","OBS_VALUE","Kenya","Population, Persons for countries / Index for country groups","Annual","Millions","42.4","43.3","44.3","45.4","46.4","47.6","48.797","49.747","50.64","51.539","52.444"
"IMF.RES:WEO(6.0.0)","KOR.NGDP_RPCH.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.215","2.92","3.172","3.433","3.176","2.314","-0.7","4.613","2.728","1.404","2.025"
"IMF.RES:WEO(6.0.0)","KIR.LP.A","OBS_VALUE","Kiribati","Population, Persons for countries / Index for country groups","Annual","Millions","0.109","0.11","0.112","0.114","0.116","0.118","0.119","0.121","0.123","0.125","0.127"
"IMF.RES:WEO(6.0.0)","KIR.NGDP_RPCH.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.264","11.265","7.088","3.749","3.479","3.264","-1.468","8.48","4.566","2.652","5.267"
"IMF.RES:WEO(6.0.0)","KEN.NGDP_RPCH.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.02","4.968","4.214","3.816","5.671","5.114","-0.273","7.59","4.86","5.556","4.509"
"IMF.RES:WEO(6.0.0)","JOR.NGDP_RPCH.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.384","2.497","1.994","2.474","1.919","1.751","-1.103","3.656","2.428","3.104","2.489"
"IMF.RES:WEO(6.0.0)","JAM.LP.A","OBS_VALUE","Jamaica","Population, Persons for countries / Index for country groups","Annual","Millions","2.716","2.719","2.722","2.726","2.731","2.734","2.737","2.74","2.743","2.747","2.75"
"IMF.RES:WEO(6.0.0)","JPN.GGXWDG_NGDP.A","OBS_VALUE","Japan","Gross debt, General government, Percent of GDP","Annual","Units","233.281","228.278","232.421","231.321","232.38","236.381","258.369","253.652","248.309","239.971","236.66"
"IMF.RES:WEO(6.0.0)","JPN.LUR.A","OBS_VALUE","Japan","Unemployment rate","Annual","Units","3.583","3.375","3.108","2.817","2.433","2.358","2.8","2.817","2.592","2.575","2.567"
"IMF.RES:WEO(6.0.0)","KOR.LP.A","OBS_VALUE","Korea, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","50.747","51.015","51.218","51.362","51.585","51.765","51.836","51.77","51.673","51.713","51.751"
"IMF.RES:WEO(6.0.0)","LAO.NGDP_RPCH.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.612","7.27","7.023","6.892","6.248","4.652","-0.435","2.061","2.252","3.658","4.299"
"IMF.RES:WEO(6.0.0)","LAO.LP.A","OBS_VALUE","Lao People's Democratic Republic","Population, Persons for countries / Index for country groups","Annual","Millions","6.691","6.787","6.891","6.998","7.105","7.212","7.319","7.425","7.477","7.582","7.686"
"IMF.RES:WEO(6.0.0)","KOR.LUR.A","OBS_VALUE","Korea, Republic of","Unemployment rate","Annual","Units","3.492","3.592","3.675","3.683","3.833","3.783","3.955","3.675","2.883","2.708","2.8"
"IMF.RES:WEO(6.0.0)","LSO.LP.A","OBS_VALUE","Lesotho, Kingdom of","Population, Persons for countries / Index for country groups","Annual","Millions","1.98","1.994","2.007","2.021","2.034","2.048","2.062","2.087","2.112","2.138","2.164"
"IMF.RES:WEO(6.0.0)","LSO.NGDP_RPCH.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.068","3.248","1.877","-2.734","-1.465","-2.912","-5.264","1.897","1.978","1.98","2.62"
"IMF.RES:WEO(6.0.0)","LUX.NGDP_RPCH.A","OBS_VALUE","Luxembourg","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.623","2.268","4.978","1.317","1.611","2.749","-0.51","6.93","-1.095","-0.694","1.032"
"IMF.RES:WEO(6.0.0)","LBY.LP.A","OBS_VALUE","Libya","Population, Persons for countries / Index for country groups","Annual","Millions","6.259","6.322","6.385","6.448","6.513","6.578","6.644","6.71","6.777","6.845","6.913"
"IMF.RES:WEO(6.0.0)","LBY.NGDP_RPCH.A","OBS_VALUE","Libya","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-23.043","-0.843","-1.491","32.492","7.941","-11.196","-29.456","28.335","-8.252","10.156","-0.636"
"IMF.RES:WEO(6.0.0)","LUX.LUR.A","OBS_VALUE","Luxembourg","Unemployment rate","Annual","Units","7.092","6.648","6.263","5.843","5.11","5.407","6.359","5.739","4.809","5.228","5.735"
"IMF.RES:WEO(6.0.0)","MWI.NGDP_RPCH.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.7","2.95","2.27","4.0","4.392","5.448","1.013","4.558","0.921","1.892","1.8"
"IMF.RES:WEO(6.0.0)","MWI.NGDPDPC.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","484.322","497.737","415.016","466.559","501.113","543.685","567.59","580.923","567.203","591.286","504.486"
"IMF.RES:WEO(6.0.0)","MWI.LP.A","OBS_VALUE","Malawi","Population, Persons for countries / Index for country groups","Annual","Millions","17.604","18.111","18.632","19.169","19.721","20.289","20.873","21.474","22.093","22.729","23.384"
"IMF.RES:WEO(6.0.0)","MDG.LP.A","OBS_VALUE","Madagascar, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","22.814","23.501","24.209","24.937","25.674","26.525","27.34","28.178","28.961","29.766","30.594"
"IMF.RES:WEO(6.0.0)","MDG.NGDPDPC.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","548.905","481.807","489.439","528.379","535.948","531.75","477.375","509.43","529.174","533.148","569.409"
"IMF.RES:WEO(6.0.0)","LUX.LP.A","OBS_VALUE","Luxembourg","Population, Persons for countries / Index for country groups","Annual","Millions","0.55","0.563","0.576","0.591","0.602","0.614","0.626","0.635","0.645","0.661","0.672"
"IMF.RES:WEO(6.0.0)","MDV.LP.A","OBS_VALUE","Maldives","Population, Persons for countries / Index for country groups","Annual","Millions","0.342","0.348","0.354","0.36","0.366","0.372","0.378","0.384","0.391","0.397","0.404"
"IMF.RES:WEO(6.0.0)","MLI.LP.A","OBS_VALUE","Mali","Population, Persons for countries / Index for country groups","Annual","Millions","17.552","18.113","18.7","19.311","19.934","20.567","21.224","21.905","22.594","23.294","24.031"
"IMF.RES:WEO(6.0.0)","MYS.NGDP_RPCH.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.007","5.007","4.45","5.813","4.843","4.413","-5.457","3.315","8.862","3.555","5.114"
"IMF.RES:WEO(6.0.0)","MYS.LP.A","OBS_VALUE","Malaysia","Population, Persons for countries / Index for country groups","Annual","Millions","30.709","31.186","31.634","32.023","32.382","32.523","32.447","32.576","32.652","33.059","33.46"
"IMF.RES:WEO(6.0.0)","MDV.NGDP_RPCH.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.801","3.972","6.572","7.055","8.668","7.298","-32.909","37.508","13.826","4.726","5.134"
"IMF.RES:WEO(6.0.0)","MDG.NGDP_RPCH.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.339","3.132","3.993","3.933","3.194","4.411","-7.138","4.651","4.156","4.203","4.2"
"IMF.RES:WEO(6.0.0)","MLT.LP.A","OBS_VALUE","Malta","Population, Persons for countries / Index for country groups","Annual","Millions","0.428","0.439","0.45","0.459","0.475","0.493","0.515","0.516","0.52","0.542","0.553"
"IMF.RES:WEO(6.0.0)","MLI.NGDP_RPCH.A","OBS_VALUE","Mali","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.085","6.172","5.852","5.305","4.746","4.756","-1.235","3.053","3.475","4.657","4.4"
"IMF.RES:WEO(6.0.0)","MEX.LP.A","OBS_VALUE","Mexico","Population, Persons for countries / Index for country groups","Annual","Millions","121.049","122.368","123.587","124.777","125.996","127.216","128.209","128.983","129.961","131.135","132.274"
"IMF.RES:WEO(6.0.0)","MEX.LUR.A","OBS_VALUE","Mexico","Unemployment rate","Annual","Units","4.835","4.346","3.874","3.419","3.321","3.489","4.407","4.141","3.274","2.797","2.668"
"IMF.RES:WEO(6.0.0)","MEX.NGDP_RPCH.A","OBS_VALUE","Mexico","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.504","2.702","1.772","1.872","1.972","-0.393","-8.354","6.048","3.711","3.295","1.454"
"IMF.RES:WEO(6.0.0)","MUS.LP.A","OBS_VALUE","Mauritius","Population, Persons for countries / Index for country groups","Annual","Millions","1.261","1.263","1.264","1.265","1.266","1.265","1.266","1.264","1.261","1.26","1.258"
"IMF.RES:WEO(6.0.0)","MOZ.NGDP_RPCH.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.703","7.393","4.697","2.638","3.485","2.318","-1.22","2.377","4.364","5.437","1.852"
"IMF.RES:WEO(6.0.0)","MOZ.NGDPDPC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","683.942","599.4","433.672","463.005","510.38","512.216","456.582","504.038","572.757","618.167","629.531"
"IMF.RES:WEO(6.0.0)","MOZ.LP.A","OBS_VALUE","Mozambique, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","26.286","27.042","27.83","28.649","29.424","30.286","31.178","32.077","32.97","33.897","34.858"
"IMF.RES:WEO(6.0.0)","MAR.NGDP_RPCH.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.669","4.345","0.521","5.058","3.066","2.891","-7.178","8.155","1.527","3.403","3.186"
"IMF.RES:WEO(6.0.0)","MAR.LP.A","OBS_VALUE","Morocco","Population, Persons for countries / Index for country groups","Annual","Millions","33.77","34.125","34.487","34.852","35.22","35.587","35.952","36.313","36.67","37.022","37.37"
"IMF.RES:WEO(6.0.0)","MNG.NGDP_RPCH.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.885","2.41","1.49","5.637","7.745","5.602","-4.558","1.637","5.033","7.422","4.864"
"IMF.RES:WEO(6.0.0)","NPL.LP.A","OBS_VALUE","Nepal","Population, Persons for countries / Index for country groups","Annual","Millions","27.462","27.61","27.861","28.183","28.507","28.832","29.349","30.035","30.548","30.897","31.25"
"IMF.RES:WEO(6.0.0)","NZL.LUR.A","OBS_VALUE","New Zealand","Unemployment rate","Annual","Units","5.425","5.425","5.175","4.75","4.325","4.1","4.6","3.775","3.3","3.725","4.725"
"IMF.RES:WEO(6.0.0)","NLD.LP.A","OBS_VALUE","Netherlands, The","Population, Persons for countries / Index for country groups","Annual","Millions","16.829","16.901","16.979","17.082","17.181","17.282","17.408","17.475","17.591","17.811","17.943"
"IMF.RES:WEO(6.0.0)","NIC.NGDP_RPCH.A","OBS_VALUE","Nicaragua","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.785","4.792","4.563","4.631","-3.363","-2.897","-2.237","10.454","3.55","4.428","3.588"
"IMF.RES:WEO(6.0.0)","NLD.LUR.A","OBS_VALUE","Netherlands, The","Unemployment rate","Annual","Units","8.338","7.887","7.005","5.873","4.881","4.436","4.851","4.226","3.537","3.553","3.659"
"IMF.RES:WEO(6.0.0)","NZL.LP.A","OBS_VALUE","New Zealand","Population, Persons for countries / Index for country groups","Annual","Millions","4.52","4.613","4.717","4.815","4.902","4.986","5.086","5.111","5.125","5.243","5.335"
"IMF.RES:WEO(6.0.0)","NLD.GGXWDG_NGDP.A","OBS_VALUE","Netherlands, The","Gross debt, General government, Percent of GDP","Annual","Units","67.166","63.799","60.883","55.986","51.522","47.597","53.348","50.431","48.345","45.098","43.235"
"IMF.RES:WEO(6.0.0)","NPL.NGDP_RPCH.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.011","3.976","0.433","8.977","7.622","6.657","-2.37","4.838","5.631","1.953","3.101"
"IMF.RES:WEO(6.0.0)","G110.NGDP_RPCH.A","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.107","2.393","1.834","2.588","2.284","1.872","-3.958","5.99","2.946","1.738","1.798"
"IMF.RES:WEO(6.0.0)","NER.LP.A","OBS_VALUE","Niger","Population, Persons for countries / Index for country groups","Annual","Millions","19.24","20.002","20.789","21.602","22.443","23.311","24.207","25.131","26.084","27.066","28.08"
"IMF.RES:WEO(6.0.0)","NER.NGDPDPC.A","OBS_VALUE","Niger","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","562.888","484.173","497.885","517.589","570.983","554.124","568.606","593.802","592.621","621.04","707.47"
"IMF.RES:WEO(6.0.0)","NER.NGDP_RPCH.A","OBS_VALUE","Niger","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.644","4.393","5.741","5.001","7.007","6.143","3.55","1.361","11.862","2.375","10.3"
"IMF.RES:WEO(6.0.0)","NGA.LP.A","OBS_VALUE","Nigeria","Population, Persons for countries / Index for country groups","Annual","Millions","176.405","181.137","185.96","190.873","195.875","200.964","206.14","211.401","216.747","222.182","227.713"
"IMF.RES:WEO(6.0.0)","NIC.LUR.A","OBS_VALUE","Nicaragua","Unemployment rate","Annual","Units","6.557","4.703","3.847","3.27","5.25","4.928","4.815","3.672","3.525","3.362","3.362"
"IMF.RES:WEO(6.0.0)","NZL.NGDP_RPCH.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.807","3.606","3.969","3.341","3.477","3.021","-1.311","5.69","2.856","1.811","-0.483"
"IMF.RES:WEO(6.0.0)","NOR.GGXWDN_NGDP.A","OBS_VALUE","Norway","Net debt, General government, Percent of GDP","Annual","Units","-74.124","-85.054","-83.685","-78.665","-70.914","-74.198","-78.968","-83.084","-63.599","-110.603","-154.551"
"IMF.RES:WEO(6.0.0)","NOR.GGXWDG_NGDP.A","OBS_VALUE","Norway","Gross debt, General government, Percent of GDP","Annual","Units","29.661","34.334","37.938","38.257","39.413","40.558","46.112","41.641","36.111","44.212","42.719"
"IMF.RES:WEO(6.0.0)","NOR.LUR.A","OBS_VALUE","Norway","Unemployment rate","Annual","Units","3.617","4.531","4.74","4.216","3.854","3.728","4.595","4.41","3.252","3.595","4.013"
"IMF.RES:WEO(6.0.0)","NOR.LP.A","OBS_VALUE","Norway","Population, Persons for countries / Index for country groups","Annual","Millions","5.156","5.205","5.252","5.29","5.324","5.357","5.385","5.415","5.475","5.534","5.585"
"IMF.RES:WEO(6.0.0)","OMN.NGDP_RPCH.A","OBS_VALUE","Oman","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.292","5.017","5.046","0.304","1.288","-1.129","-3.38","2.582","7.986","1.187","1.674"
"IMF.RES:WEO(6.0.0)","NOR.NGDP_RPCH.A","OBS_VALUE","Norway","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.048","1.857","1.165","2.464","0.829","1.124","-1.278","3.909","3.246","0.072","2.1"
"IMF.RES:WEO(6.0.0)","OMN.LP.A","OBS_VALUE","Oman","Population, Persons for countries / Index for country groups","Annual","Millions","3.992","4.159","4.414","4.56","4.602","4.618","4.445","4.488","4.934","5.166","5.331"
"IMF.RES:WEO(6.0.0)","PAK.LP.A","OBS_VALUE","Pakistan","Population, Persons for countries / Index for country groups","Annual","Millions","190.62","195.35","200.19","205.17","209.75","213.95","218.24","222.59","227.0","231.45","235.95"
"IMF.RES:WEO(6.0.0)","PAN.LUR.A","OBS_VALUE","Panama","Unemployment rate","Annual","Units","4.823","5.052","5.494","6.13","5.956","7.07","18.548","11.293","8.8","7.431","8.4"
"IMF.RES:WEO(6.0.0)","PAN.NGDP_RPCH.A","OBS_VALUE","Panama","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.067","5.733","4.953","5.591","3.685","3.282","-17.668","15.836","10.809","7.595","2.9"
"IMF.RES:WEO(6.0.0)","PAK.NGDP_RPCH.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.556","3.812","4.072","4.609","6.096","3.12","-0.943","5.77","6.18","-0.218","2.497"
"IMF.RES:WEO(6.0.0)","PAN.LP.A","OBS_VALUE","Panama","Population, Persons for countries / Index for country groups","Annual","Millions","3.913","3.975","4.037","4.098","4.159","4.219","4.279","4.337","4.395","4.453","4.51"
"IMF.RES:WEO(6.0.0)","PNG.LP.A","OBS_VALUE","Papua New Guinea","Population, Persons for countries / Index for country groups","Annual","Millions","8.39","8.807","9.245","9.704","10.186","10.693","11.224","11.782","12.029","12.282","12.539"
"IMF.RES:WEO(6.0.0)","PER.NGDP_RPCH.A","OBS_VALUE","Peru","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.382","3.252","3.953","2.519","3.969","2.24","-10.869","13.361","2.809","-0.403","3.333"
"IMF.RES:WEO(6.0.0)","PNG.NGDP_RPCH.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","13.544","6.576","5.492","3.535","-0.279","4.48","-3.167","-0.511","5.707","3.815","3.744"
"IMF.RES:WEO(6.0.0)","PER.LP.A","OBS_VALUE","Peru","Population, Persons for countries / Index for country groups","Annual","Millions","29.616","29.964","30.423","30.974","31.562","32.131","32.626","33.035","33.397","33.731","34.068"
"IMF.RES:WEO(6.0.0)","PER.LUR.A","OBS_VALUE","Peru","Unemployment rate","Annual","Units","5.571","6.489","6.75","6.886","6.653","6.581","13.036","10.732","7.751","6.784","6.4"
"IMF.RES:WEO(6.0.0)","PRY.LP.A","OBS_VALUE","Paraguay","Population, Persons for countries / Index for country groups","Annual","Millions","6.026","6.114","6.204","6.294","6.383","6.472","6.559","6.649","6.719","6.802","6.887"
"IMF.RES:WEO(6.0.0)","PRT.LP.A","OBS_VALUE","Portugal","Population, Persons for countries / Index for country groups","Annual","Millions","10.42","10.382","10.357","10.34","10.335","10.354","10.385","10.408","10.469","10.578","10.671"
"IMF.RES:WEO(6.0.0)","POL.NGDP_RPCH.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.92","4.432","3.031","5.152","6.246","4.581","-2.036","6.927","5.255","0.139","2.852"
"IMF.RES:WEO(6.0.0)","PHL.NGDP_RPCH.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.348","6.348","7.149","6.931","6.341","6.119","-9.518","5.715","7.581","5.519","5.692"
"IMF.RES:WEO(6.0.0)","PRT.NGDP_RPCH.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","0.741","1.59","2.004","3.315","2.946","2.746","-8.205","5.559","6.986","2.613","1.928"
